date,govt12m,govt24m,govt36m,govt48m,govt60m,govt72m,govt84m,govt96m,govt108m,govt120m,cpi,ppi,pcom,employ,unempl,ip,infl10y,ffer
2008-04-01,1.7839,2.007,2.2659,2.549,2.8348,3.1087,3.3628,3.594,3.8019,3.9871,3.8295,6.2154,18.5657,0.1414,10.87562036,-0.8353,2.0011,2.28
2008-05-01,2.065,2.3731,2.6652,2.9442,3.2046,3.443,3.6583,3.8509,4.0221,4.1734,4.007,7.204,21.4039,-0.1059,21.57262202,-1.4848,2.2202,1.98
2008-06-01,2.3975,2.715,3.0069,3.2745,3.5168,3.7341,3.9277,4.0995,4.2513,4.3848,4.818,8.7011,31.7325,-0.2778,20.5945353,-1.7698,2.3035,2
2008-07-01,2.2462,2.5314,2.809,3.0772,3.3292,3.5606,3.7699,3.9574,4.1242,4.2718,5.3517,9.2479,17.3427,-0.3992,22.32274756,-2.0618,2.3431,2.01
2008-08-01,2.1385,2.3791,2.6333,2.895,3.1508,3.3915,3.6124,3.8122,3.991,4.15,5.1719,9.2019,13.7069,-0.5872,28.93080316,-3.8521,2.3471,2
2008-09-01,1.8977,2.0724,2.3229,2.6043,2.8874,3.1565,3.4046,3.6293,3.8306,4.0095,4.8345,8.6265,-6.0559,-0.978,28.07543655,-8.579,2.2097,1.81
2008-10-01,1.4073,1.5006,1.8778,2.3332,2.7867,3.2087,3.5902,3.9303,4.2314,4.4968,3.6631,5.1795,-32.9755,-1.3707,33.07510914,-7.283,2.1067,0.97
2008-11-01,0.9947,1.0011,1.3722,1.8581,2.3568,2.8283,3.2583,3.6439,3.9864,4.2892,1.0939,0.2896,-36.7368,-2.0049,37.53665654,-9.1511,2.0072,0.39
2008-12-01,0.4842,0.5585,0.8423,1.203,1.577,1.9355,2.2663,2.5656,2.8334,3.0714,-0.0222,-1.1717,-45.5903,-2.5971,38.95111802,-12.0759,1.5807,0.16
2009-01-01,0.4557,0.6274,0.9373,1.3038,1.6789,2.0378,2.3694,2.6698,2.9389,3.1783,-0.1137,-1.4531,-55.0081,-3.1794,45.04579631,-14.4686,1.6213,0.15
2009-02-01,0.6473,0.8737,1.2222,1.615,2.008,2.3794,2.7199,3.027,3.3011,3.5443,0.0085,-1.9159,-70.9732,-3.6906,54.25693201,-14.7156,1.6701,0.22
2009-03-01,0.667,0.8987,1.2197,1.5793,1.9413,2.2856,2.6029,2.8901,3.1473,3.3759,-0.4475,-3.6579,-60.7779,-4.257,54.02528492,-15.9517,1.6328,0.18
2009-04-01,0.5869,0.8829,1.2278,1.595,1.958,2.3005,2.615,2.899,3.1531,3.3788,-0.578,-3.4117,-63.453,-4.6046,59.54969598,-16.0684,1.6963,0.15
2009-05-01,0.5205,0.8994,1.3364,1.7817,2.2067,2.5982,2.9517,3.2674,3.5474,3.7947,-1.021,-4.6467,-53.7957,-4.7366,54.6443391,-16.4408,1.8571,0.18
2009-06-01,0.5727,1.1535,1.7341,2.2585,2.7173,3.1153,3.4601,3.7592,4.0194,4.2458,-1.2368,-4.3424,-64.2781,-4.9777,53.94725779,-16.479,2.0073,0.21
2009-07-01,0.4932,0.9982,1.5416,2.0503,2.5049,2.9045,3.2537,3.5587,3.8249,4.0574,-1.9782,-6.7086,-48.3465,-5.096,49.08900571,-14.8463,2.042,0.16
2009-08-01,0.5065,1.0894,1.6617,2.1708,2.6111,2.9898,3.3161,3.5981,3.8425,4.0549,-1.495,-4.5526,-41.2389,-5.0285,45.08285863,-12.1371,2.0935,0.16
2009-09-01,0.4117,0.9261,1.4707,1.9687,2.4052,2.7831,3.11,3.3934,3.6394,3.8535,-1.3875,-5.1668,-27.3074,-4.8834,45.7990001,-6.8059,2.0688,0.15
2009-10-01,0.4005,0.9282,1.4566,1.9374,2.3612,2.731,3.053,3.3335,3.578,3.7913,-0.2242,-2.269,-0.0834,-4.6811,42.12879114,-7.5732,1.9562,0.12
2009-11-01,0.3188,0.7817,1.3022,1.7998,2.2502,2.6494,3.0002,3.3077,3.5768,3.8124,1.8965,2.1174,10.6101,-4.1323,36.75568755,-5.8651,2.0234,0.12
2009-12-01,0.3927,0.8514,1.3841,1.8975,2.3633,2.7763,3.1393,3.4572,3.7355,3.9789,2.7753,4.2682,17.1562,-3.8099,29.09992652,-2.6626,1.9064,0.12
2010-01-01,0.3754,0.913,1.4936,2.0308,2.5051,2.918,3.2763,3.5874,3.8579,4.0935,2.5873,4.6334,15.1302,-3.2376,22.13838351,0.9123,2.0911,0.11
2010-02-01,0.3453,0.8259,1.3845,1.919,2.4003,2.8246,3.1958,3.52,3.803,4.0501,2.1285,4.0775,23.3258,-2.7468,15.848304,1.8677,2.0166,0.13
2010-03-01,0.4139,0.926,1.4837,2.0048,2.4687,2.8751,3.2292,3.5378,3.8067,4.0413,2.2604,5.6337,18.5452,-2.0042,12.42338726,4.1479,2.0068,0.16
2010-04-01,0.4641,1.0236,1.6179,2.1542,2.6174,3.0138,3.3535,3.6458,3.8982,4.117,2.1828,5.1029,19.7418,-1.3057,10.09836661,5.3015,2.0631,0.2
2010-05-01,0.4056,0.8062,1.3123,1.8005,2.2383,2.6217,2.9555,3.2458,3.4986,3.7189,1.9837,4.9265,0.3438,-0.6295,2.385284138,7.6463,2.0234,0.2
2010-06-01,0.3677,0.7049,1.1706,1.6332,2.0544,2.4269,2.7533,3.0385,3.2876,3.5051,1.1153,2.729,2.5867,-0.3839,-1.596963447,8.1667,1.8811,0.18
2010-07-01,0.3288,0.5853,0.9835,1.4064,1.8095,2.1777,2.5075,2.8001,3.0586,3.2862,1.3319,4.0005,5.9642,-0.1846,-0.611412615,7.3622,1.7305,0.18
2010-08-01,0.3017,0.4734,0.7812,1.1375,1.4966,1.8369,2.1493,2.4312,2.6832,2.9069,1.1436,3.1695,3.9723,-0.0437,-1.126887222,6.6168,1.7087,0.19
2010-09-01,0.2958,0.4521,0.7535,1.107,1.4649,1.8046,2.1168,2.3988,2.6509,2.8748,1.1121,3.7335,9.4187,0.076,-2.906788405,6.0521,1.5808,0.19
2010-10-01,0.257,0.3279,0.5621,0.883,1.2341,1.5827,1.912,2.2145,2.4881,2.733,1.1599,4.1029,11.0501,0.4289,-5.599426935,5.5508,1.5742,0.19
2010-11-01,0.2982,0.4273,0.6806,1.0136,1.377,1.7387,2.0813,2.3968,2.6824,2.9385,1.0787,3.2315,7.2317,0.533,-0.910897387,5.2288,1.5461,0.19
2010-12-01,0.3184,0.6004,1.0437,1.5116,1.9545,2.3566,2.7153,3.0325,3.3119,3.5575,1.4276,3.8221,15.4198,0.7896,-5.095172505,5.8734,1.6945,0.18
2011-01-01,0.2917,0.5824,1.0464,1.5336,1.9923,2.4069,2.7753,3.1003,3.3861,3.6369,1.6865,3.5689,23.9661,0.8011,-7.112670495,4.605,1.967,0.17
2011-02-01,0.3177,0.7454,1.2854,1.8023,2.2624,2.6633,3.0107,3.3119,3.5736,3.8012,2.1026,5.3149,21.6269,1.037,-8.943848225,3.8317,1.9902,0.16
2011-03-01,0.278,0.6615,1.171,1.6689,2.1177,2.512,2.8558,3.1551,3.4158,3.6431,2.5855,5.3861,24.9244,1.0822,-10.13340758,4.1718,2.0483,0.14
2011-04-01,0.2704,0.6933,1.2221,1.7277,2.178,2.5705,2.911,3.2063,3.463,3.6864,3.0308,6.2825,26.4112,1.1379,-9.35043073,3.4693,2.0992,0.1
2011-05-01,0.2052,0.5099,0.9454,1.3991,1.8284,2.2191,2.5682,2.8776,3.1505,3.3907,3.4005,6.8061,28.4035,0.8073,-6.92863446,2.2381,2.0323,0.09
2011-06-01,0.2087,0.4,0.7476,1.156,1.5714,1.9673,2.3318,2.6614,2.9562,3.2181,3.4424,6.7758,22.9176,1.0936,-3.60145829,2.3094,1.8941,0.09
2011-07-01,0.2208,0.3974,0.7319,1.1356,1.5531,1.9549,2.3273,2.6654,2.9686,3.2385,3.5173,7.0821,19.2923,1.1981,-5.299206138,2.4001,1.989,0.07
2011-08-01,0.1586,0.2152,0.4143,0.7014,1.0247,1.3512,1.6627,1.9511,2.2131,2.4484,3.6862,6.2622,22.8729,1.295,-5.833171731,2.6716,1.7314,0.1
2011-09-01,0.1477,0.2123,0.3839,0.6256,0.897,1.1712,1.4333,1.6763,1.8975,2.0963,3.7417,6.8141,-0.0658,1.5273,-4.424600831,2.3118,1.5583,0.08
2011-10-01,0.1725,0.2888,0.5109,0.7865,1.0772,1.3609,1.6267,1.8698,2.0891,2.2852,3.4617,5.777,1.489,1.472,-6.562297043,3.281,1.5883,0.07
2011-11-01,0.1623,0.2385,0.4173,0.6607,0.93,1.2002,1.4575,1.6954,1.9115,2.1057,3.3932,5.597,-0.3894,1.4781,-12.55212735,3.2004,1.6086,0.08
2011-12-01,0.1652,0.2421,0.415,0.6513,0.9139,1.178,1.43,1.6634,1.8756,2.0664,3.0161,4.6199,-14.3529,1.5667,-9.153282342,2.7494,1.6422,0.07
2012-01-01,0.1577,0.2201,0.3782,0.606,0.8656,1.1303,1.3849,1.6217,1.8379,2.0325,2.9644,4.2245,-12.8969,1.8207,-9.077470173,3.5599,1.6012,0.08
2012-02-01,0.2121,0.2599,0.3965,0.6089,0.8599,1.1206,1.3741,1.6116,1.8292,2.0258,2.857,3.4097,-11.5393,1.8649,-7.565653781,4.3175,1.5459,0.1
2012-03-01,0.241,0.3465,0.5316,0.778,1.0514,1.3269,1.5901,1.834,2.056,2.2557,2.5501,2.7685,-17.8057,1.8618,-7.746783038,2.7392,1.5801,0.13
2012-04-01,0.236,0.2992,0.4497,0.6725,0.9308,1.1968,1.4541,1.6944,1.9141,2.1124,2.2477,1.8206,-21.6363,1.6758,-9.864021489,3.8148,1.6497,0.14
2012-05-01,0.2395,0.2824,0.3971,0.5789,0.7962,1.0236,1.2458,1.4547,1.6467,1.8205,1.723,0.7284,-26.0259,1.6798,-9.01987616,3.8777,1.5553,0.16
2012-06-01,0.2458,0.3033,0.4065,0.5625,0.7479,0.9423,1.1327,1.3122,1.4774,1.6272,1.6403,0.679,-15.5058,1.5583,-9.536747983,3.6019,1.4156,0.16
2012-07-01,0.2302,0.257,0.337,0.4784,0.6556,0.8457,1.0343,1.2134,1.379,1.5295,1.4076,0.4167,-12.1626,1.624,-8.385242097,3.3295,1.4853,0.16
2012-08-01,0.2252,0.2612,0.3659,0.5354,0.7397,0.9545,1.165,1.3633,1.5457,1.7109,1.6719,1.8663,-11.8706,1.6559,-10.25661411,2.2965,1.4804,0.13
2012-09-01,0.2215,0.2356,0.3245,0.4899,0.6985,0.9224,1.1441,1.3542,1.5482,1.7245,1.931,1.9009,5.7545,1.6234,-14.08917745,2.2992,1.5292,0.14
2012-10-01,0.2377,0.2669,0.3623,0.5291,0.7364,0.9577,1.1762,1.383,1.5738,1.747,2.1328,2.2103,-4.6113,1.5829,-11.44415597,1.9149,1.5027,0.16
2012-11-01,0.232,0.2573,0.3449,0.5005,0.6949,0.9031,1.1092,1.3044,1.4848,1.6486,1.7801,1.4411,-2.3235,1.5924,-10.25911702,2.3166,1.518,0.16
2012-12-01,0.2156,0.2504,0.3497,0.5176,0.724,0.9432,1.1592,1.3633,1.5515,1.7222,1.7442,1.3402,-1.1507,1.6211,-6.264108871,2.0625,1.5263,0.16
2013-01-01,0.1986,0.2522,0.3825,0.5833,0.8206,1.0678,1.3084,1.5342,1.7412,1.9284,1.67,1.5393,-1.2288,1.5047,-2.580481952,1.4606,1.4891,0.14
2013-02-01,0.2018,0.2578,0.3973,0.6103,0.8608,1.1207,1.3732,1.6097,1.8265,2.0222,1.998,1.8902,-8.0648,1.5067,-6.972900215,1.6115,1.5382,0.15
2013-03-01,0.1979,0.2481,0.3786,0.5846,0.8305,1.0876,1.3385,1.5741,1.7904,1.986,1.5073,1.2289,-3.1687,1.4438,-8.397686334,2.5421,1.4119,0.14
2013-04-01,0.1812,0.222,0.3277,0.5036,0.7189,0.9473,1.172,1.3842,1.5798,1.7571,1.1324,0.6679,-5.574,1.5187,-7.263701717,1.7035,1.4618,0.15
2013-05-01,0.1668,0.2454,0.3922,0.6032,0.8466,1.0973,1.34,1.5669,1.7746,1.9621,1.3808,1.6453,1.7379,1.5962,-8.2797948,1.5991,1.4138,0.11
2013-06-01,0.173,0.3423,0.6013,0.8972,1.1968,1.4827,1.7468,1.9863,2.2012,2.3926,1.7012,2.1118,-8.4356,1.6731,-7.703353037,1.7755,1.5503,0.09
2013-07-01,0.1446,0.3465,0.6857,1.0526,1.4053,1.7292,2.0203,2.2794,2.5087,2.711,1.8679,1.8538,-13.3458,1.6545,-11.02361271,1.2548,1.6346,0.09
2013-08-01,0.1384,0.3596,0.739,1.143,1.5253,1.8719,2.1807,2.4537,2.6942,2.9055,1.5271,1.1744,-11.2847,1.7014,-10.04633593,2.2355,1.7581,0.08
2013-09-01,0.1355,0.407,0.814,1.2292,1.6129,1.9556,2.258,2.5235,2.7564,2.9603,1.0888,0,-15.5571,1.7005,-7.230002622,2.8396,1.8688,0.08
2013-10-01,0.1562,0.3356,0.6607,1.0266,1.3873,1.7237,2.0295,2.3036,2.5473,2.763,0.873,0.1016,-13.0899,1.7423,-8.50038556,2.4085,1.7247,0.09
2013-11-01,0.1449,0.2891,0.6188,1.006,1.3939,1.7586,2.0913,2.3902,2.6563,2.8919,1.2253,0.9156,-13.9417,1.8234,-10.69815243,2.2536,1.7163,0.08
2013-12-01,0.1462,0.3348,0.7357,1.1749,1.5928,1.9718,2.3089,2.6065,2.8683,3.0981,1.5015,1.5244,-10.0675,1.6833,-16.72462999,2.195,1.7851,0.09
2014-01-01,0.1266,0.3818,0.8173,1.2606,1.6636,2.0178,2.3262,2.5943,2.8277,3.031,1.5458,1.7163,-12.1371,1.6774,-20.08221694,1.8124,1.849,0.07
2014-02-01,0.116,0.3296,0.7318,1.151,1.537,1.879,2.1785,2.44,2.6683,2.8676,1.1142,1.3072,-1.9135,1.5824,-14.38413817,2.091,1.7691,0.07
2014-03-01,0.1158,0.3962,0.8457,1.2804,1.6591,1.981,2.2544,2.4879,2.6884,2.8614,1.5998,2.1647,-2.1713,1.6787,-11.87673509,2.6866,1.7452,0.08
2014-04-01,0.0833,0.4118,0.903,1.3544,1.7307,2.0389,2.2929,2.5048,2.6837,2.836,1.9951,3.2245,3.069,1.7668,-19.23718926,2.8653,1.8749,0.09
2014-05-01,0.0744,0.3777,0.8338,1.2557,1.6095,1.901,2.1425,2.345,2.5165,2.6629,2.1438,2.468,2.4223,1.7554,-16.72647251,3.182,1.8688,0.09
2014-06-01,0.1046,0.4442,0.9162,1.3415,1.6921,1.9771,2.211,2.4055,2.5693,2.7085,2.0381,2.6655,7.8472,1.8641,-21.68659603,3.3259,1.8301,0.1
2014-07-01,0.117,0.5055,0.9836,1.3953,1.7244,1.9858,2.1963,2.3689,2.5128,2.634,1.955,2.7675,1.3833,1.9495,-16.52991992,3.8574,1.8824,0.09
2014-08-01,0.1134,0.4999,0.9649,1.3591,1.6698,1.9132,2.1072,2.265,2.3956,2.505,1.7006,2.2089,-3.0117,1.9015,-16.12836633,3.1169,1.8791,0.09
2014-09-01,0.1262,0.581,1.0841,1.495,1.8096,2.0502,2.2379,2.3879,2.5103,2.6117,1.67,2.1647,-6.8522,1.9864,-19.622432,2.895,1.9131,0.09
2014-10-01,0.1095,0.4723,0.917,1.2952,1.5933,1.8268,2.0128,2.1639,2.2891,2.3939,1.5967,1.6621,-6.1688,1.9976,-21.40702551,3.0251,1.8727,0.09
2014-11-01,0.1468,0.5387,0.9904,1.3656,1.6564,1.8812,2.0583,2.2009,2.3181,2.4158,1.224,1.0076,-9.5146,2.0015,-17.11667972,3.4095,1.8157,0.09
2014-12-01,0.2468,0.6523,1.0845,1.4259,1.6784,1.865,2.0062,2.1162,2.2041,2.2757,0.651,-0.7593,-18.6763,2.1597,-17.69152056,3.193,1.8521,0.12
2015-01-01,0.2113,0.5657,0.9213,1.2028,1.4151,1.5763,1.702,1.8027,1.8852,1.9539,-0.2302,-3.3073,-22.3691,2.1654,-13.82193179,2.7858,1.6944,0.11
2015-02-01,0.2394,0.6359,1.0063,1.2939,1.5098,1.6739,1.802,1.9049,1.9895,2.06,-0.0871,-3.4039,-25.8706,2.2411,-18.52439793,1.373,1.534,0.11
2015-03-01,0.2863,0.66,1.0293,1.3227,1.5457,1.7167,1.851,1.9594,2.0487,2.1233,-0.022,-3.3421,-31.5516,2.1068,-19.80515636,0.0465,1.7035,0.11
2015-04-01,0.25,0.5552,0.8823,1.1581,1.3796,1.5579,1.7039,1.8258,1.9288,2.0168,-0.1041,-4.461,-28.3821,2.0781,-12.64007669,-0.5894,1.7123,0.12
2015-05-01,0.2705,0.6305,1.0032,1.317,1.5702,1.7752,1.9439,2.0849,2.2045,2.3065,0.035,-2.9793,-28.1998,2.1705,-10.97768304,-1.4543,1.7938,0.12
2015-06-01,0.3118,0.6924,1.0992,1.4405,1.7127,1.93,2.1064,2.2523,2.3749,2.4788,0.1794,-2.6655,-27.08,2.0405,-13.72228852,-2.0884,1.824,0.13
2015-07-01,0.303,0.6621,1.0557,1.3896,1.6578,1.8733,2.0491,2.195,2.3179,2.4223,0.2254,-2.7675,-33.1937,2.0729,-16.24944404,-1.6782,1.883,0.13
2015-08-01,0.3851,0.7079,1.0521,1.3426,1.5764,1.7648,1.9192,2.048,2.1569,2.2498,0.241,-3.0756,-33.071,2.0421,-18.3217885,-1.6818,1.8178,0.14
2015-09-01,0.4062,0.7185,1.0346,1.3083,1.5377,1.7301,1.8933,2.033,2.1536,2.258,0.0088,-4.0137,-30.1228,1.9168,-15.8171565,-2.2855,1.8386,0.14
2015-10-01,0.3508,0.6427,0.942,1.2057,1.43,1.6206,1.7837,1.9244,2.0465,2.1526,0.1275,-3.974,-29.7623,1.969,-12.64691493,-2.7585,1.7426,0.12
2015-11-01,0.5729,0.8946,1.2193,1.4925,1.7141,1.8948,2.0446,2.1707,2.2781,2.3702,0.4354,-3.5199,-33.1489,1.9244,-12.77333665,-4.1389,1.8029,0.12
2015-12-01,0.7305,1.0109,1.2975,1.5413,1.7412,1.9057,2.0431,2.1596,2.2595,2.3454,0.6367,-2.8345,-28.3697,1.9172,-9.752669894,-4.6367,1.8127,0.24
2016-01-01,0.6965,0.9328,1.1674,1.3773,1.5603,1.7195,1.8585,1.9802,2.0871,2.1808,1.2299,-1.3018,-26.6845,1.8566,-15.26698784,-3.3304,1.8504,0.34
2016-02-01,0.5959,0.7431,0.9206,1.0967,1.2609,1.4101,1.5444,1.6645,1.7714,1.8661,0.8437,-2.1416,-30.8945,1.8154,-11.0165882,-3.2208,1.7072,0.38
2016-03-01,0.6673,0.8643,1.0683,1.2538,1.417,1.56,1.6853,1.7956,1.8927,1.978,0.8877,-2.2918,-21.8964,1.9263,-6.727469401,-3.6334,1.6489,0.36
2016-04-01,0.5697,0.756,0.9466,1.1247,1.2859,1.4302,1.5589,1.6735,1.7752,1.8651,1.1658,-1.3045,-19.32,1.8621,-5.814961699,-2.7813,1.716,0.37
2016-05-01,0.6206,0.8086,1.0007,1.1762,1.3319,1.4691,1.5903,1.6974,1.7919,1.8753,1.0727,-2.0715,-16.7967,1.655,-14.36408616,-2.5436,1.7489,0.37
2016-06-01,0.5893,0.7245,0.8891,1.0474,1.1907,1.3181,1.4313,1.5316,1.6205,1.6989,1.0735,-1.9558,-14.4844,1.7191,-6.293114788,-1.7576,1.7237,0.38
2016-07-01,0.5547,0.6716,0.8191,0.961,1.0889,1.2024,1.3031,1.3924,1.4715,1.5414,0.8646,-1.8538,-8.5269,1.7634,-6.657315971,-2.27,1.63,0.39
2016-08-01,0.6014,0.7384,0.891,1.0329,1.1592,1.2707,1.3692,1.4566,1.534,1.6024,1.0498,-1.8084,-9.4022,1.7672,-2.637069646,-2.1922,1.6477,0.4
2016-09-01,0.6501,0.7844,0.9408,1.0878,1.2191,1.3351,1.4375,1.5282,1.6085,1.6793,1.5368,-0.1556,-2.8638,1.8773,0.580077289,-1.9981,1.7279,0.4
2016-10-01,0.685,0.8604,1.0298,1.1832,1.3199,1.4414,1.5494,1.6456,1.731,1.8065,1.6719,0.6734,-2.9339,1.7278,-1.411070257,-1.4628,1.7046,0.4
2016-11-01,0.7629,1.0026,1.2585,1.4807,1.6655,1.8193,1.9489,2.0597,2.155,2.2374,1.6703,0.3628,5.8952,1.6514,-5.749670635,-1.1053,1.7583,0.41
2016-12-01,0.8784,1.206,1.5307,1.7976,2.009,2.1777,2.3151,2.4293,2.5256,2.6074,2.0301,1.9157,10.7956,1.6132,-5.004933524,0.0933,1.9537,0.54
2017-01-01,0.8527,1.1962,1.5102,1.7615,1.9586,2.1153,2.243,2.3491,2.4388,2.5151,2.4794,2.9945,12.5989,1.6896,-2.10673575,-0.6629,1.9224,0.65
2017-02-01,0.8624,1.1957,1.5024,1.7496,1.9447,2.1009,2.2288,2.3355,2.426,2.5032,2.7716,4.0357,14.4338,1.685,-4.284190732,-0.4879,1.9224,0.66
2017-03-01,1.0361,1.3139,1.6119,1.8563,2.0461,2.1941,2.312,2.4084,2.4885,2.5559,2.4119,3.774,7.9512,1.5951,-11.82699021,0.8878,1.8865,0.79
2017-04-01,1.052,1.242,1.4727,1.6768,1.8459,1.9855,2.1023,2.2014,2.2863,2.3594,2.1529,3.9645,-1.7787,1.5978,-12.92373791,1.5532,1.8576,0.9
2017-05-01,1.1374,1.2951,1.503,1.6937,1.8559,1.9926,2.1087,2.2083,2.2945,2.3692,1.8393,2.5828,-2.9843,1.7142,-8.905690252,1.8922,1.8405,0.91
2017-06-01,1.2113,1.3383,1.5035,1.6572,1.7904,1.9048,2.0036,2.0896,2.1648,2.2304,1.6273,1.9558,-7.2833,1.6758,-11.93176578,1.6034,1.7302,1.04
2017-07-01,1.2287,1.3715,1.5596,1.7341,1.8845,2.0126,2.1225,2.2176,2.3003,2.3723,1.7104,2.0068,0.1311,1.5497,-10.3167166,1.2655,1.8496,1.15
2017-08-01,1.2152,1.3275,1.4904,1.6477,1.7871,1.9085,2.0144,2.107,2.1883,2.2595,1.9098,2.8779,2.2504,1.5386,-9.451399119,0.916,1.8153,1.16
2017-09-01,1.258,1.3739,1.5298,1.677,1.8059,1.9176,2.0147,2.0995,2.174,2.2391,2.1571,3.2689,-1.039,1.3961,-14.87167925,1.1178,1.8439,1.15
2017-10-01,1.3801,1.5379,1.708,1.8574,1.9833,2.0898,2.181,2.2601,2.329,2.389,2.0006,3.0005,1.5046,1.4216,-15.34254702,2.2691,1.893,1.15
2017-11-01,1.5373,1.6859,1.8279,1.9486,2.0496,2.1353,2.2094,2.2741,2.3309,2.3807,2.1492,4.0553,-0.3473,1.4951,-10.88530809,2.9205,1.925,1.16
2017-12-01,1.6855,1.8437,1.98,2.0878,2.1733,2.243,2.3017,2.3523,2.3963,2.4347,2.1076,3.4278,0.7434,1.4413,-12.579269,2.4201,2.0112,1.3
2018-01-01,1.8138,2.0069,2.16,2.2734,2.358,2.4237,2.4769,2.5215,2.5596,2.5922,2.1285,2.8086,2.4894,1.3849,-14.051879,2.5928,1.9564,1.41
2018-02-01,1.968,2.19,2.371,2.5075,2.6107,2.6914,2.7567,2.8113,2.8577,2.8973,2.2382,2.8002,0.4572,1.5012,-11.44514186,3.3304,2.0733,1.42
2018-03-01,2.0657,2.2676,2.4256,2.5411,2.6263,2.6916,2.744,2.7875,2.8244,2.8559,2.3042,2.8509,2.4559,1.566,-8.87995383,3.1574,1.9702,1.51
2018-04-01,2.1544,2.3794,2.5313,2.6318,2.7002,2.7494,2.7873,2.8179,2.8435,2.865,2.441,2.3448,6.4308,1.5296,-9.306977982,3.2838,1.9844,1.69
2018-05-01,2.2637,2.506,2.6538,2.7489,2.8144,2.8631,2.9019,2.9343,2.9621,2.9859,2.7439,3.8514,9.0952,1.6033,-12.20062265,2.2344,2.0916,1.7
2018-06-01,2.3128,2.5228,2.6434,2.7202,2.774,2.8153,2.8495,2.8791,2.905,2.9276,2.7689,3.8985,5.6574,1.6106,-6.398578581,2.8197,2.0459,1.82
2018-07-01,2.376,2.5903,2.683,2.7334,2.7687,2.7983,2.8254,2.851,2.8748,2.8965,2.8142,4.0435,1.1817,1.522,-10.66188036,3.1844,2.0957,1.91
2018-08-01,2.4267,2.6219,2.6956,2.7339,2.7627,2.7896,2.8163,2.8426,2.8679,2.8913,2.6086,3.5825,-1.0933,1.5984,-14.01291377,4.336,2.1404,1.91
2018-09-01,2.5414,2.7433,2.8169,2.8525,2.878,2.9015,2.9251,2.9486,2.9714,2.9926,2.3053,3.1167,0.8736,1.594,-12.09797065,4.2672,2.1362,1.95
2018-10-01,2.6505,2.8469,2.9214,2.963,2.9974,3.0308,3.0643,3.0971,3.1285,3.1575,2.4615,3.592,-3.5403,1.6038,-7.578561282,2.8709,2.1668,2.19
2018-11-01,2.701,2.8457,2.89,2.9169,2.9459,2.9794,3.0156,3.0525,3.0885,3.1222,2.1246,1.9189,-3.7358,1.5132,-10.23469853,2.6709,2.1542,2.2
2018-12-01,2.6467,2.6622,2.6626,2.6702,2.6869,2.7102,2.7371,2.7656,2.7938,2.8205,1.9826,1.2802,-13.9135,1.5357,-3.732865621,2.4701,2.0913,2.27
2019-01-01,2.5615,2.5259,2.5143,2.5225,2.5434,2.5716,2.6032,2.6359,2.6678,2.6978,1.4766,0.1483,-10.6535,1.6089,-0.215982805,1.9331,1.9583,2.4
2019-02-01,2.5156,2.4851,2.4749,2.4836,2.5049,2.5335,2.5657,2.5989,2.6314,2.6619,1.5074,0.3446,-7.9679,1.3505,-7.001364541,1.0397,1.9707,2.4
2019-03-01,2.4689,2.3962,2.3665,2.3681,2.3889,2.4201,2.4564,2.4943,2.5315,2.5665,1.8657,1.1277,-7.5804,1.3491,-4.261335908,0.57,1.6921,2.41
2019-04-01,2.3968,2.3277,2.3057,2.3147,2.3415,2.3776,2.4178,2.4588,2.4986,2.5358,1.9808,1.9532,-10.6104,1.4554,-8.023625481,-1.0688,1.7474,2.42
2019-05-01,2.3212,2.1936,2.1549,2.1616,2.1911,2.2314,2.276,2.3212,2.3649,2.4055,1.78,1.2677,-15.4822,1.2592,-4.387970954,0.0274,1.8027,2.39
2019-06-01,1.9979,1.8232,1.7825,1.7986,1.839,1.8891,1.9419,1.9941,2.0435,2.089,1.6574,0.6839,-9.2924,1.2515,-8.274787827,-0.6837,1.6371,2.38
2019-07-01,1.9728,1.8382,1.7949,1.7998,1.8294,1.8711,1.9176,1.965,2.0109,2.0538,1.8099,0.7797,-7.8303,1.2742,-2.186771211,-1.2756,1.6761,2.4
2019-08-01,1.7708,1.5807,1.5068,1.4869,1.4935,1.5135,1.54,1.5693,1.5989,1.6272,1.7227,0.3902,-8.3806,1.2522,-3.487668583,-1.2621,1.6591,2.13
2019-09-01,1.8211,1.6666,1.5936,1.5681,1.5697,1.5864,1.6111,1.6395,1.6689,1.6973,1.6705,0.0487,-9.1133,1.3282,-5.413125903,-1.5356,1.5604,2.04
2019-10-01,1.6557,1.5765,1.538,1.5316,1.5456,1.5716,1.6037,1.6382,1.6727,1.7056,1.7191,-0.0967,-4.8691,1.2845,-5.62969365,-2.2746,1.642,1.83
2019-11-01,1.6451,1.6311,1.6258,1.6364,1.6591,1.6893,1.7233,1.7583,1.7926,1.8249,2.0707,1.0182,-6.829,1.3569,-4.123090886,-1.7975,1.6794,1.55
2019-12-01,1.6419,1.635,1.6434,1.666,1.6979,1.7348,1.7737,1.8125,1.8496,1.8842,2.293,1.986,5.2952,1.3183,-8.762341131,-2.0504,1.7145,1.55
2020-01-01,1.5767,1.5315,1.5229,1.5399,1.5722,1.6123,1.6557,1.6993,1.7413,1.7805,2.4812,2.6798,-7.5733,1.3128,-10.28754036,-1.95,1.7347,1.55
