date,govt12m,govt24m,govt36m,govt48m,govt60m,govt72m,govt84m,govt96m,govt108m,govt120m,cpi,ppi,pcom,employ,unempl,ip,infl10y,ffer
1996-05-01,5.6451,6.0213,6.2107,6.3366,6.438,6.5269,6.6069,6.6792,6.7439,6.8013,2.7879,2.3967,17.6116,2.0623,-0.094257059,4.5253,3.272,5.24
1996-06-01,5.8169,6.2338,6.4254,6.5415,6.6299,6.7057,6.7736,6.835,6.8901,6.9389,2.7825,2.7018,18.5072,2.0958,-4.573169808,4.9424,3.3646,5.27
1996-07-01,5.8516,6.2108,6.3761,6.4788,6.5597,6.6309,6.6958,6.7551,6.8087,6.8564,2.8426,2.4693,15.15,2.2234,-2.556651632,5.354,3.259,5.4
1996-08-01,5.6356,5.9657,6.1299,6.2375,6.3233,6.3983,6.466,6.5272,6.5822,6.631,2.7735,2.8518,18.2415,2.1545,-8.385810104,4.5598,3.2638,5.22
1996-09-01,5.815,6.1675,6.3385,6.451,6.5423,6.6232,6.6967,6.7635,6.8237,6.8771,2.9603,2.7715,17.7908,2.1169,-6.905973652,4.7968,3.3521,5.3
1996-10-01,5.5694,5.8472,6.0099,6.1285,6.2266,6.3124,6.3888,6.4572,6.5181,6.5717,3.0159,3.0677,15.5817,2.2071,-4.137368415,4.9438,3.2741,5.24
1996-11-01,5.4444,5.6334,5.7523,5.8461,5.9285,6.0034,6.0719,6.1342,6.1902,6.24,3.2013,2.9099,19.5034,2.3262,-2.591878822,5.5843,3.1953,5.31
1996-12-01,5.4985,5.7193,5.8441,5.9366,6.0163,6.0886,6.1549,6.2154,6.27,6.3186,3.323,2.7462,15.6894,2.3553,-2.316811175,5.8629,3.0405,5.29
1997-01-01,5.6378,5.9259,6.0832,6.1902,6.275,6.3477,6.4119,6.4692,6.5202,6.5651,2.9929,2.5125,15.6439,2.541,-4.547168762,6.5676,3.2421,5.25
1997-02-01,5.5392,5.8062,5.9536,6.0557,6.1379,6.2092,6.2728,6.3298,6.3807,6.4256,2.9872,2.2867,14.5791,2.4468,-2.927715177,6.2964,3.237,5.19
1997-03-01,5.8257,6.1448,6.3075,6.41,6.4867,6.5501,6.6053,6.6542,6.6975,6.7355,2.7277,1.5964,11.9529,2.4891,-4.442691754,7.0958,3.2576,5.39
1997-04-01,6.0057,6.3665,6.5271,6.6185,6.6846,6.7397,6.7886,6.8328,6.8725,6.9077,2.4052,0.6852,7.9642,2.5913,-7.590428345,6.1693,3.3733,5.51
1997-05-01,5.8686,6.1907,6.3359,6.4224,6.4882,6.5452,6.5969,6.6442,6.687,6.7251,2.2132,0.4573,9.8874,2.5303,-10.92148363,6.0004,3.3055,5.5
1997-06-01,5.7303,6.0207,6.153,6.2338,6.2969,6.3525,6.4035,6.4503,6.4929,6.5309,2.209,0,4.1066,2.5114,-4.261476807,5.707,3.2963,5.56
1997-07-01,5.6188,5.8203,5.9236,5.9934,6.0507,6.102,6.149,6.1923,6.2316,6.2666,2.1425,-0.2289,8.7683,2.5469,-9.756158788,6.5528,3.1968,5.52
1997-08-01,5.6745,5.8711,5.9794,6.0571,6.1225,6.1815,6.2354,6.2848,6.3294,6.3691,2.2642,-0.1521,3.9362,2.3767,-4.062827116,7.0448,3.1381,5.54
1997-09-01,5.6294,5.8285,5.9226,5.9894,6.0497,6.1076,6.1631,6.2153,6.2634,6.3068,2.1951,-0.076,4.5347,2.6028,-4.738693652,7.3422,3.1401,5.54
1997-10-01,5.5769,5.7283,5.7954,5.8462,5.8966,5.9481,5.9993,6.0486,6.0946,6.1365,2.0645,-0.3784,6.3389,2.6659,-8.562884959,8.2399,3.1143,5.5
1997-11-01,5.5937,5.6805,5.7176,5.7462,5.7759,5.8078,5.8405,5.8728,5.9035,5.9316,1.8727,-0.6816,-3.1365,2.6766,-13.72498984,8.1604,3.0903,5.52
1997-12-01,5.6216,5.6682,5.6841,5.6982,5.7164,5.7382,5.7622,5.7869,5.8108,5.833,1.6828,-1.1351,-8.6031,2.7727,-11.33121406,7.9586,2.994,5.5
1998-01-01,5.3415,5.3345,5.3418,5.3677,5.406,5.4507,5.4975,5.5437,5.5874,5.6274,1.618,-1.7445,-8.8571,2.8031,-11.69451638,8.233,2.9524,5.56
1998-02-01,5.383,5.3801,5.3866,5.4122,5.4514,5.4978,5.5467,5.5951,5.641,5.6832,1.4299,-1.5952,-14.3011,2.7104,-11.88748734,7.2301,2.9135,5.51
1998-03-01,5.4713,5.5148,5.533,5.5541,5.582,5.6145,5.6492,5.684,5.7173,5.748,1.3673,-1.5964,-16.0854,2.5694,-8.618055339,6.6357,2.9446,5.49
1998-04-01,5.4616,5.5242,5.5344,5.5462,5.5683,5.5985,5.6331,5.6691,5.7043,5.7372,1.4282,-0.8381,-18.1734,2.5521,-14.57232228,6.8893,2.9272,5.45
1998-05-01,5.4943,5.5555,5.5658,5.5775,5.599,5.6283,5.6618,5.6966,5.7307,5.7626,1.6745,-0.7634,-24.6698,2.6532,-9.580617056,6.9797,2.9741,5.49
1998-06-01,5.4576,5.4851,5.4803,5.4814,5.4929,5.5122,5.5361,5.5619,5.5877,5.612,1.6099,-0.6878,-20.9422,2.6206,-9.029263726,5.9306,2.916,5.56
1998-07-01,5.393,5.4351,5.4325,5.4311,5.439,5.4548,5.4756,5.4988,5.5223,5.5448,1.7306,-0.1529,-30.3458,2.4845,-6.13480239,4.6904,2.9276,5.54
1998-08-01,5.2518,5.267,5.2598,5.2616,5.2752,5.2973,5.324,5.3527,5.3812,5.408,1.604,-0.7639,-36.8036,2.7682,-6.712459014,5.7354,2.9154,5.55
1998-09-01,4.865,4.7458,4.6789,4.6689,4.6975,4.7475,4.8076,4.8706,4.9323,4.9903,1.4167,-0.916,-30.391,2.5313,-5.496907012,4.7101,2.7393,5.51
1998-10-01,4.3391,4.2583,4.2309,4.2664,4.3431,4.4406,4.5454,4.6493,4.7481,4.8391,1.4751,-0.761,-33.7253,2.4133,-2.733011315,4.5248,2.4074,5.07
1998-11-01,4.6608,4.6286,4.6204,4.65,4.7058,4.7752,4.8495,4.9233,4.9934,5.0581,1.4733,-0.6098,-37.1346,2.3822,-3.352989792,3.6243,2.5441,4.83
1998-12-01,4.6282,4.5648,4.532,4.545,4.5902,4.653,4.7232,4.7944,4.863,4.9267,1.5941,-0.0761,-36.4176,2.4169,-7.102440511,3.6081,2.5016,4.68
1999-01-01,4.6476,4.646,4.6211,4.6338,4.6807,4.7482,4.8251,4.904,4.9804,5.0517,1.6529,0.7622,-37.158,2.2898,-6.353400071,3.5736,2.5871,4.63
1999-02-01,4.8113,4.8909,4.9076,4.9378,4.9888,5.0532,5.1235,5.1942,5.2621,5.325,1.6529,0.4584,-36.2597,2.4494,-3.141113521,3.9786,2.6253,4.76
1999-03-01,4.9047,5.0474,5.103,5.1553,5.2179,5.2879,5.3603,5.4312,5.4981,5.5596,1.7136,0.7634,-27.3568,2.4224,-10.48070165,4.1556,2.7892,4.81
1999-04-01,4.8135,4.9573,5.0009,5.0465,5.1089,5.1831,5.2621,5.3407,5.4155,5.4846,2.2555,1.0655,-22.0156,2.4801,1.05484444,4.0401,2.7963,4.74
1999-05-01,5.0046,5.2299,5.3348,5.4123,5.4852,5.5571,5.6267,5.6926,5.7536,5.8088,2.0695,1.3699,-23.2509,2.328,-4.239425683,3.9944,2.849,4.74
1999-06-01,5.2785,5.5756,5.7095,5.7949,5.8654,5.9301,5.9906,6.0469,6.0985,6.1448,1.9465,1.5221,-15.6178,2.3602,-4.292363262,4.5194,2.9371,4.76
1999-07-01,5.2435,5.488,5.5893,5.6621,5.7333,5.806,5.878,5.9472,6.0116,6.0702,2.1219,1.5186,-7.616,2.5147,-3.810294857,5.511,3.0106,4.99
1999-08-01,5.3926,5.6365,5.7515,5.8368,5.9166,5.9946,6.0698,6.1405,6.2057,6.2645,2.2391,2.3495,4.5749,2.36,-5.676817365,3.9038,3.0557,5.07
1999-09-01,5.4284,5.6196,5.7007,5.7754,5.8604,5.9523,6.0453,6.1353,6.2194,6.2961,2.596,3.0958,2.1748,2.3671,-6.305813597,3.5881,3.0939,5.22
1999-10-01,5.5764,5.8123,5.9069,5.9848,6.0696,6.1603,6.2518,6.3402,6.4228,6.4983,2.5303,2.6387,1.0989,2.5117,-8.331237844,4.1701,3.1349,5.2
1999-11-01,5.648,5.8107,5.8612,5.9068,5.9654,6.0341,6.1068,6.179,6.2476,6.3109,2.5866,3.0864,10.8263,2.5163,-6.501951111,4.7977,3.1492,5.42
1999-12-01,5.8928,6.0482,6.0818,6.1186,6.1764,6.2492,6.3288,6.409,6.4858,6.5571,2.6412,2.927,17.0578,2.4639,-6.489225301,5.1951,3.2174,5.3
2000-01-01,6.1255,6.3559,6.4308,6.4781,6.5269,6.5802,6.6357,6.6906,6.7426,6.7905,2.7547,2.6229,22.6545,2.5551,-4.588274822,4.6998,3.2744,5.45
2000-02-01,6.2731,6.5138,6.5856,6.6047,6.6087,6.61,6.6119,6.6151,6.619,6.6229,3.1673,4.0334,27.8294,2.3161,-4.228217751,4.4686,3.3488,5.73
2000-03-01,6.3014,6.4412,6.4541,6.4391,6.4234,6.4134,6.4089,6.4087,6.4109,6.4141,3.6931,4.3161,19.557,2.5948,-0.868362525,4.6371,3.3287,5.85
2000-04-01,6.2555,6.3019,6.2571,6.2109,6.1805,6.1652,6.1608,6.1633,6.1698,6.1777,2.9693,3.5692,14.2706,2.5247,-9.113834771,5.0548,3.1782,6.02
2000-05-01,6.657,6.7199,6.6791,6.6319,6.5982,6.5785,6.5693,6.5672,6.5692,6.573,3.0845,3.4909,26.9357,2.5266,-0.657783227,4.7171,3.2724,6.27
2000-06-01,6.4487,6.4411,6.3601,6.293,6.2516,6.2311,6.2248,6.2273,6.2347,6.244,3.6669,4.215,23.7706,2.2762,-5.172675202,4.8597,3.3263,6.53
2000-07-01,6.3501,6.2977,6.2241,6.1717,6.1421,6.1295,6.1281,6.1335,6.1424,6.1526,3.536,4.0611,16.7592,2.1442,-4.723949985,4.0917,3.0885,6.54
2000-08-01,6.3147,6.1863,6.0854,6.0207,5.9837,5.9653,5.9588,5.9597,5.9645,5.9711,3.2964,3.2427,20.3964,2.0337,0.256607788,3.3891,3.0654,6.5
2000-09-01,6.1883,6.012,5.9099,5.8661,5.8591,5.8734,5.8991,5.93,5.9622,5.9935,3.3981,3.291,14.6087,1.9654,-5.027054934,4.2062,2.989,6.52
2000-10-01,6.1571,5.8852,5.7553,5.7104,5.7124,5.739,5.7777,5.821,5.8649,5.9067,3.3921,3.7244,16.0526,1.6555,-4.314672068,2.5778,2.9612,6.51
2000-11-01,6.1233,5.8412,5.7147,5.6707,5.6697,5.6908,5.7226,5.7588,5.7956,5.8307,3.3862,3.8536,21.4042,1.5862,-1.356251524,2.0703,2.9559,6.51
2000-12-01,5.6503,5.3409,5.2017,5.1585,5.1672,5.2024,5.2502,5.3025,5.3547,5.4042,3.3783,3.8452,21.6811,1.4702,-0.336670824,0.9283,2.8761,6.4
2001-01-01,4.9854,4.8198,4.8221,4.8873,4.9741,5.0654,5.1541,5.2369,5.3125,5.3804,3.6536,4.6957,14.0097,1.2817,5.371677445,0.5075,2.5333,5.98
2001-02-01,4.7573,4.6875,4.7427,4.8361,4.9373,5.0353,5.1264,5.2093,5.2839,5.35,3.4686,3.8066,11.9211,1.2626,3.867561622,-0.4854,2.6418,5.49
2001-03-01,4.3807,4.3599,4.4484,4.5691,4.6942,4.8135,4.9234,5.023,5.1123,5.1914,2.9388,2.8009,6.7196,0.8678,6.874864142,-1.1365,2.4987,5.31
2001-04-01,4.0943,4.2437,4.4281,4.614,4.7891,4.9493,5.0936,5.2226,5.337,5.438,3.1676,3.6576,11.5179,0.4328,13.46482655,-2.1313,2.5868,4.8
2001-05-01,3.9367,4.2912,4.5763,4.8104,5.0072,5.1753,5.3205,5.4467,5.5566,5.6523,3.5011,3.7957,3.1096,0.2306,7.814387983,-2.9259,2.7619,4.21
2001-06-01,3.7525,4.1358,4.4463,4.6973,4.9041,5.0776,5.2254,5.3527,5.4627,5.558,3.144,2.644,-3.0953,0.1785,13.75050832,-3.5456,2.8453,3.97
2001-07-01,3.6901,4.0717,4.3868,4.6413,4.85,5.0241,5.1718,5.2984,5.4077,5.5021,2.6851,1.3655,3.538,-0.0416,13.5812589,-3.9768,2.807,3.77
2001-08-01,3.4431,3.7764,4.0986,4.3712,4.5971,4.7852,4.9439,5.0792,5.1953,5.2953,2.6851,2.0101,-5.6527,-0.1567,18.49378704,-3.8134,2.6864,3.65
2001-09-01,2.8657,3.2241,3.6025,3.9392,4.2273,4.4725,4.6821,4.8624,5.0181,5.1528,2.5591,1.6411,-11.7592,-0.4483,23.87719011,-4.7328,2.749,3.07
2001-10-01,2.3005,2.7652,3.2261,3.6209,3.9493,4.2229,4.4532,4.6488,4.8164,4.9605,2.1053,-0.3591,-13.834,-0.6823,32.9529923,-4.6952,2.5279,2.49
2001-11-01,2.1763,2.8049,3.3309,3.7481,4.0799,4.3486,4.5702,4.7561,4.9137,5.0483,1.8767,-1.22,-20.443,-1.0709,35.01097266,-5.3014,2.3965,2.09
2001-12-01,2.1932,3.0952,3.7451,4.2168,4.5705,4.845,5.0649,5.2453,5.3958,5.5227,1.5909,-1.7954,-25.2554,-1.3151,38.2362758,-5.0088,2.6393,1.82
2002-01-01,2.1145,2.9986,3.6557,4.1349,4.492,4.7667,4.9846,5.1619,5.3088,5.432,1.1888,-2.8635,-23.2058,-1.4009,30.63511454,-3.7972,2.7899,1.73
2002-02-01,2.1832,2.986,3.5941,4.048,4.3943,4.6662,4.8856,5.0666,5.2182,5.3464,1.13,-2.7869,-19.9743,-1.5589,29.94778869,-3.1438,2.7124,1.74
2002-03-01,2.598,3.5011,4.1001,4.5232,4.8396,5.0872,5.2877,5.4538,5.5937,5.7124,1.3537,-1.7143,-5.6454,-1.5418,30.17497311,-2.1422,2.7047,1.73
2002-04-01,2.4586,3.3677,3.9765,4.4057,4.7247,4.9727,5.1721,5.3366,5.4745,5.5913,1.6306,-2.3514,-8.9208,-1.3981,31.57100859,-1.3047,2.952,1.75
2002-05-01,2.3469,3.2163,3.8096,4.2398,4.5691,4.8317,5.0474,5.2281,5.3815,5.5125,1.2332,-2.7789,-8.1833,-1.3527,29.93785791,-0.3593,2.7928,1.75
2002-06-01,2.1667,2.9437,3.5055,3.9309,4.2673,4.5419,4.7711,4.9653,5.1315,5.2744,1.0635,-2.1384,-2.0414,-1.2275,25.80604212,1.0077,2.7304,1.75
2002-07-01,1.8678,2.5049,3.068,3.5285,3.9027,4.2104,4.4671,4.6841,4.8691,5.0277,1.455,-1.0764,-3.7181,-1.2087,24.2549952,1.5784,2.6474,1.73
2002-08-01,1.6822,2.0984,2.5718,3.0101,3.395,3.7283,4.0165,4.2661,4.4828,4.6711,1.7324,-1.4317,0.3477,-1.0944,16.48451057,1.5749,2.3926,1.74
2002-09-01,1.6942,1.9703,2.3306,2.6977,3.0429,3.3566,3.637,3.8858,4.1055,4.2988,1.5046,-1.4974,11.1208,-0.9662,14.43415559,2.1977,2.2175,1.75
2002-10-01,1.6238,1.9071,2.2806,2.6666,3.0334,3.369,3.6704,3.9386,4.1758,4.3849,2.0068,0.7168,15.014,-0.6342,7.665772853,2.2501,2.12,1.75
2002-11-01,1.4751,1.9328,2.3768,2.7872,3.1579,3.4885,3.7812,4.0392,4.2662,4.4654,2.2285,1.0772,14.5904,-0.4004,6.259986946,3.3801,2.1935,1.34
2002-12-01,1.3837,1.8224,2.2897,2.7248,3.1134,3.4551,3.7543,4.0158,4.2444,4.4441,2.45,1.2244,21.3972,-0.394,4.522015535,2.8669,2.3274,1.24
2003-01-01,1.3076,1.7336,2.223,2.68,3.0836,3.4345,3.7386,4.0025,4.2318,4.4313,2.7201,2.4391,29.5286,-0.2088,4.047972133,2.9723,2.2439,1.24
2003-02-01,1.2464,1.6251,2.0975,2.5465,2.9447,3.2909,3.5908,3.8507,4.0765,4.2729,3.0976,3.3491,30.3241,-0.2213,4.78912877,3.0986,2.2456,1.26
2003-03-01,1.2204,1.5788,2.0206,2.448,2.8343,3.1756,3.4747,3.7363,3.965,4.1648,2.9804,3.6779,12.7859,-0.374,3.362855359,2.0909,2.0784,1.25
2003-04-01,1.2332,1.6372,2.1208,2.5741,2.9735,3.3193,3.6182,3.8768,4.1012,4.2962,2.1518,2.4921,12.2242,-0.3374,2.786717798,0.9722,2.1167,1.26
2003-05-01,1.1393,1.395,1.7745,2.167,2.5348,2.867,3.1623,3.4232,3.6528,3.8543,1.8764,2.4975,19.5158,-0.3343,6.432269835,0.5249,2.1171,1.26
2003-06-01,0.9953,1.2165,1.557,1.9253,2.2822,2.6122,2.9107,3.1773,3.4138,3.6227,1.93,2.771,15.1418,-0.3757,9.895376189,-0.1712,1.9788,1.22
2003-07-01,1.084,1.4831,1.9714,2.4388,2.8571,3.2235,3.5425,3.8202,4.0621,4.2729,2.0347,2.9853,16.3624,-0.3076,7.140553277,0.3789,1.9735,1.01
2003-08-01,1.2786,1.8697,2.448,2.9571,3.3937,3.7668,4.0868,4.3624,4.6008,4.8074,2.1919,3.5414,16.43,-0.3329,6.886441108,0.2628,2.2895,1.03
2003-09-01,1.1824,1.6976,2.2609,2.7692,3.2065,3.5792,3.8976,4.1708,4.4064,4.6103,2.3505,3.3902,12.8734,-0.1887,7.807364281,0.8184,2.3966,1.01
2003-10-01,1.2145,1.7362,2.2815,2.7735,3.2006,3.5681,3.8844,4.1576,4.3943,4.5998,2.0214,3.3711,18.6339,-0.1394,4.989590583,1.2055,2.1063,1.01
2003-11-01,1.3307,1.9177,2.4519,2.9135,3.3085,3.6469,3.9382,4.1899,4.4082,4.5979,1.91,3.2329,18.0663,-0.1034,0.655126349,1.3419,2.2911,1
2003-12-01,1.2935,1.8789,2.4195,2.8842,3.2782,3.6129,3.899,4.145,4.3576,4.5418,2.0148,3.7926,20.428,0.0958,-3.810096993,1.9536,2.3654,0.98
2004-01-01,1.2082,1.7384,2.2645,2.7285,3.1263,3.4659,3.7571,4.0078,4.2247,4.4127,2.006,3.3453,14.8368,0.1423,-1.776245634,1.2989,2.3168,1
2004-02-01,1.201,1.7171,2.2316,2.6866,3.0772,3.4113,3.698,3.945,4.1588,4.3443,1.6744,2.1491,17.8327,0.2901,-5.375139482,1.7782,2.2755,1.01
2004-03-01,1.1463,1.5566,2.0068,2.4276,2.8027,3.1319,3.4194,3.6705,3.8897,4.0811,1.7251,1.5162,28.7302,0.694,-1.1359101,1.6636,2.1717,1
2004-04-01,1.4438,2.065,2.587,3.0266,3.3999,3.7195,3.9949,4.2334,4.4406,4.6208,2.2667,3.4558,27.5821,0.9427,-7.904418653,2.7072,2.1481,1
2004-05-01,1.7861,2.5407,3.0945,3.5287,3.8835,4.1808,4.4337,4.6511,4.839,5.0017,2.8566,4.4789,23.592,1.1432,-8.683885034,3.4532,2.4547,1
2004-06-01,2.0716,2.7614,3.2509,3.6364,3.9569,4.2301,4.466,4.671,4.8496,5.0052,3.1185,3.9167,21.8287,1.2192,-11.17844433,2.5525,2.5674,1.03
2004-07-01,2.0381,2.6231,3.0537,3.4072,3.7108,3.9758,4.2083,4.4125,4.5918,4.749,2.8972,3.7118,22.9449,1.2716,-10.21473945,2.7763,2.5019,1.26
2004-08-01,2.0007,2.4822,2.8691,3.2036,3.4989,3.7604,3.9919,4.1962,4.3762,4.5343,2.5155,3.353,17.1775,1.3606,-10.74109777,3.0878,2.4717,1.43
2004-09-01,2.1184,2.4971,2.8126,3.1011,3.3674,3.6107,3.8305,4.0273,4.2023,4.3573,2.5075,3.279,23.6637,1.3959,-11.81333941,2.5486,2.3559,1.61
2004-10-01,2.2189,2.5561,2.8408,3.108,3.3597,3.5928,3.8052,3.9967,4.1677,4.3195,3.1411,4.325,20.6162,1.5186,-7.995682039,3.2965,2.3506,1.76
2004-11-01,2.5256,2.8439,3.0836,3.3081,3.5248,3.7301,3.9205,4.094,4.2504,4.39,3.5576,5.0567,19.6117,1.5415,-7.806239367,2.8607,2.3071,1.93
2004-12-01,2.704,2.9994,3.2022,3.3949,3.5875,3.7751,3.9524,4.1161,4.2649,4.3984,3.2877,4.2502,7.3632,1.5493,-4.714429079,3.5914,2.3469,2.16
2005-01-01,2.9097,3.2059,3.3829,3.5395,3.6938,3.8443,3.9874,4.1202,4.2415,4.3506,2.8052,4.0301,6.4719,1.5277,-7.258353962,3.7793,2.3688,2.28
2005-02-01,3.0829,3.3701,3.5137,3.6314,3.7479,3.8641,3.9767,4.0827,4.1804,4.269,3.0073,4.6239,6.8869,1.676,-2.316323291,3.8794,2.3707,2.5
2005-03-01,3.367,3.7234,3.8983,4.0248,4.138,4.2449,4.3456,4.439,4.5245,4.6014,3.1565,5.0027,7.1975,1.5249,-9.299276345,4.1331,2.4749,2.63
2005-04-01,3.3716,3.6464,3.7695,3.8672,3.9661,4.0672,4.167,4.2621,4.3506,4.4311,3.3065,4.6458,2.8289,1.5899,-6.289157129,3.9242,2.5216,2.79
2005-05-01,3.4038,3.6206,3.6862,3.7408,3.8098,3.8906,3.9764,4.0618,4.1432,4.2187,2.8289,3.6392,0.193,1.5028,-7.076014091,3.3073,2.4036,3
2005-06-01,3.4614,3.6174,3.649,3.6787,3.7266,3.7888,3.8581,3.9288,3.9973,4.0613,2.5093,3.6392,5.9637,1.6182,-9.646943222,4.5128,2.295,3.04
2005-07-01,3.7098,3.8579,3.882,3.9019,3.9387,3.9895,4.0478,4.1083,4.1674,4.223,3.0211,4.4862,8.4538,1.8389,-9.400817625,3.4535,2.3598,3.26
2005-08-01,3.8984,4.0281,4.0423,4.0522,4.078,4.1174,4.1645,4.2144,4.2639,4.3107,3.582,5.0519,17.3864,1.921,-8.417095015,3.6981,2.471,3.5
2005-09-01,3.8563,3.9172,3.9157,3.9298,3.9666,4.0188,4.0786,4.1404,4.2007,4.2571,4.6328,6.5042,15.1597,1.852,-4.832981852,1.6201,2.3537,3.62
2005-10-01,4.1913,4.2628,4.2596,4.2649,4.29,4.3297,4.3772,4.4275,4.4772,4.5241,4.2581,5.969,6.8131,1.6557,-7.84209824,1.9594,2.5493,3.78
2005-11-01,4.3673,4.3895,4.378,4.3844,4.4107,4.4499,4.4956,4.5434,4.5902,4.6341,3.284,4.2477,8.1317,1.8632,-4.724068445,2.8033,2.5759,4
2005-12-01,4.37,4.3833,4.3468,4.3304,4.3397,4.3672,4.4049,4.4472,4.4902,4.5314,3.284,5.2745,16.1642,1.8873,-8.616383196,2.5179,2.5703,4.16
2006-01-01,4.4358,4.3668,4.3134,4.2936,4.3001,4.323,4.3548,4.3904,4.4266,4.4613,3.9401,5.5072,16.7937,1.9732,-9.705888158,2.3168,2.4489,4.29
2006-02-01,4.6691,4.6336,4.5841,4.5528,4.5407,4.5427,4.5535,4.5693,4.5872,4.6053,3.5736,3.854,3.352,2.0085,-10.50820805,1.66,2.5136,4.49
2006-03-01,4.756,4.7169,4.6762,4.6578,4.6593,4.6741,4.6965,4.7227,4.7499,4.7761,3.3608,3.5787,1.8945,2.145,-8.987069023,2.0046,2.4741,4.59
2006-04-01,4.8969,4.8646,4.8298,4.8226,4.8393,4.8709,4.9103,4.9526,4.9946,5.0344,3.5501,4.0666,14.3345,1.9984,-7.466961216,2.0982,2.6257,4.79
2006-05-01,4.9645,4.9325,4.8999,4.8975,4.9203,4.9585,5.0045,5.053,5.1007,5.1455,3.9002,4.2614,15.8862,1.8968,-9.178744148,2.0208,2.6636,4.94
2006-06-01,5.1448,5.0813,5.0115,4.9771,4.9743,4.9924,5.0222,5.0576,5.0945,5.1303,4.0967,4.7583,12.4968,1.7679,-7.204491544,1.9307,2.6658,4.99
2006-07-01,5.1962,5.0838,5.0009,4.9627,4.9579,4.9739,5.0014,5.0343,5.0688,5.1023,4.0227,3.7979,11.0989,1.6432,-3.168772085,2.1879,2.7219,5.24
2006-08-01,5.0333,4.8635,4.7657,4.7273,4.7273,4.7495,4.7833,4.8222,4.862,4.9004,3.8514,3.6436,0.0349,1.6174,-3.51934353,2.2897,2.6194,5.25
2006-09-01,4.9212,4.7199,4.6162,4.5789,4.5814,4.606,4.6417,4.682,4.723,4.7623,1.9921,0.8777,-10.8277,1.6752,-9.813423519,4.0601,2.5175,5.25
2006-10-01,4.9353,4.7464,4.6426,4.6011,4.5983,4.6174,4.6482,4.6841,4.7212,4.7569,1.3965,-1.1278,0.1802,1.6229,-10.24873569,2.7481,2.4858,5.25
2006-11-01,4.9034,4.6818,4.5542,4.4962,4.4819,4.4931,4.518,4.5496,4.5834,4.6166,1.9496,0.8158,5.1603,1.5195,-9.620934153,1.6296,2.379,5.25
2006-12-01,4.8591,4.62,4.4958,4.4458,4.4394,4.4573,4.4879,4.5241,4.5617,4.5982,2.4927,0.9355,-2.7489,1.5352,-7.367478585,2.154,2.3468,5.24
2007-01-01,4.9866,4.8183,4.7138,4.6652,4.654,4.6651,4.6885,4.718,4.7494,4.7803,2.0545,0.2489,-4.4594,1.5024,0.73343065,1.644,2.5293,5.25
2007-02-01,4.967,4.788,4.6777,4.627,4.6157,4.628,4.6532,4.6846,4.718,4.7508,2.3914,2.4892,5.2703,1.3349,-3.642951196,2.5638,2.5756,5.26
2007-03-01,4.8068,4.5564,4.435,4.3949,4.4013,4.4328,4.4765,4.5248,4.5736,4.62,2.7598,2.9687,4.0156,1.2716,-4.941960431,2.5216,2.4594,5.26
2007-04-01,4.8859,4.6457,4.5305,4.4957,4.5072,4.5434,4.5914,4.6438,4.6961,4.7456,2.5599,2.8845,-1.4626,1.191,-3.865907315,2.9069,2.4786,5.25
2007-05-01,4.9152,4.7346,4.6279,4.5861,4.5868,4.6121,4.6503,4.694,4.7387,4.7817,2.6738,3.3071,-2.2643,1.2734,-3.113884642,2.92,2.5245,5.25
2007-06-01,4.9705,4.9444,4.9209,4.9216,4.9422,4.9751,5.0142,5.0552,5.0955,5.1333,2.6571,2.8704,-2.079,1.2712,-0.314735596,2.5967,2.6718,5.25
2007-07-01,4.9003,4.7828,4.7508,4.7658,4.8049,4.8551,4.9092,4.963,5.0142,5.0613,2.2914,3.7786,-3.1879,1.1072,-0.363027486,2.5063,2.6399,5.26
2007-08-01,4.4269,4.304,4.2854,4.3261,4.3966,4.4795,4.5651,4.6483,4.7263,4.7975,1.8797,2.3774,-3.1569,0.9676,-0.339031261,2.2645,2.4898,5.02
2007-09-01,4.1388,4.015,4.0013,4.0559,4.146,4.2509,4.3588,4.4631,4.5607,4.6498,2.7944,4.5157,10.8284,0.9297,4.609505447,2.7036,2.4115,4.94
2007-10-01,4.074,3.9472,3.9549,4.0305,4.136,4.2514,4.3663,4.4753,4.576,4.6673,3.547,6.4657,9.5449,0.9643,7.307747684,2.4998,2.4521,4.76
2007-11-01,3.4162,3.3138,3.368,3.4944,3.6489,3.8089,3.9635,4.1076,4.2391,4.3574,4.2803,7.4644,1.1535,0.8883,5.216602172,3.09,2.3841,4.49
2007-12-01,3.2357,3.0868,3.1465,3.3008,3.4912,3.6886,3.8791,4.0563,4.2178,4.3629,4.0266,6.3723,10.5114,0.8308,12.27331351,2.1231,2.147,4.24
2008-01-01,2.6194,2.4403,2.5554,2.7723,3.0149,3.253,3.4748,3.6765,3.8574,4.0183,4.205,7.4241,14.6429,0.6684,7.692460719,2.3606,2.1747,3.94
2008-02-01,1.9171,1.9368,2.1958,2.5192,2.8431,3.145,3.4182,3.6619,3.8779,4.0684,4.0594,6.6572,23.1317,0.5582,7.907612148,1.0268,2.0726,2.98
2008-03-01,1.5146,1.5918,1.8305,2.1426,2.4751,2.8,3.1037,3.381,3.6306,3.8533,3.8979,6.6593,15.9,0.3434,15.02165553,0.527,1.9413,2.61
